ID,Name,Concepticon_ID,Concepticon_Gloss,Number,Description
88-Thecloth,The cloth,,,88-Thecloth,"  ‘The cloth’ (in which children are carried on the back) [Lüshih], ‘swaddling cloth’ [Liezi], used in the expression qiǎng bǎo 繈 or 襁褓 (qiǎng, MC kjaŋᴮ, ‘string, cord’, here prob. ‘strap’); apparently bǎo refers to the protective swaddling cloth, not to the notion of carrying a baby on the back. "
89-Toeattothefullsatiated,"To eat to the full, satiated",,,89-Toeattothefullsatiated,"  ‘To eat to the full, satiated’ [Shi].  ||  [T] Sin Sukchu SR paw (上); MGZY  baw (上) [paw]; ONW päu  ||  [E] Prob. area word: TB-Lushai puarᴴ < puar ‘having eaten enough’ (Unger Hao-ku  35, 1986: 36), Chepang bʰorɁ- ‘eat in plenty, feed generously’, perh. connected with AA-Khmer /póor/ ‘to fill, be full, brim full, swollen’. For the r-metathesis, see §7.7.3. "
90-Beprecioustreasure,"Be precious, treasure",,,90-Beprecioustreasure,"  ‘Be precious, treasure’ [BI, Shi].   ||  [T] Sin S. SR paw (上); MGZY  baw, ba’o (上) [paw]; ONW pɑu  ||  [E] ST *pu: PTB *puw  (STC no. 41) > WB ə-pʰuiᴮ ~ ə-bʰuiᴮ ‘price’, JP pʰu³³ ‘be of value, expensive’ (HST: 155), Lushai puᴴ < pʰuu ‘be worthy, deserving’. CVST 1: 63 adds WT spus ‘goods, merchandise’. → bǎo1 保 could be the same word. Sagart (1999: 58) considers bǎo possibly related to fù 富 (under → fú19 福).  "
91-Carryinthearms,Carry in the arms,,,91-Carryinthearms,"  ‘Carry in the arms’ [Shi].  ||  [T] Sin Sukchu SR  baw (上); MGZY  paw (上) [baw]  ||  [E] This is perh. related to WB puik ‘hold in arms, hug’, and / or to AA-Khmer /pɔɔ/ and /pɔɔr/ ‘hold or carry in the arm(s)’. Note also → bāo1 包 ‘wrap’. -> PMiao *buoᶜ."
92-Torepayrequiterewardrespondannounce,"To repay, requite, reward, respond, announce",,,92-Torepayrequiterewardrespondannounce,"  ‘To repay, requite, reward, respond, announce’ [Shi], ‘report’.  ||  [E] This is prob. an allofam of → fù12 復 ‘return, reply, report’ (so Wáng Lì 1982: 244; Sagart 1999: 58). <> Tai: S. bɔk⁴ ‘to tell, say, inform’. "
94-Belowhumble,"Be low, humble",,,94-Belowhumble,"  ‘Be low, humble’ [Shi], opposite of ‘high’ [Zuo]. "
95-Below,Be low,,,95-Below,"  (a) ‘Be low’ [Zuo], ‘be short’ 庳 [Zhouli].  ||  (b) ‘Low ground’ 埤 [Guoyu]; ‘female slave, servant’ 婢 [Li].  ||  [<] endoactive (§4.5.1) ‘what / who is low’. A possible allofam is → bì20 嬖."
96-Slopebankdyke,"Slope, bank, dyke",,,96-Slopebankdyke,"  ‘Slope, bank, dyke’ [Shi, Shu], ‘slanting’ [Yi]. Prob. not related to → pǔ1 浦. "
97-Beslantingoblique,"Be slanting, oblique",,,97-Beslantingoblique,"  ‘Be slanting, oblique’ 惇 [Shu, Yi]; ‘one-sided words, insincere’ 詖 (also MC pje) [Meng].   ||  [<] perh. exoactive, i.e. a verb derived from the noun bēi, bī 惇. "
98-Obliqueslanting,"Oblique, slanting",,,98-Obliqueslanting,"  ‘Oblique, slanting’ [Chuci], ‘partial, perverse’ 頗 [Shu]; ‘slope, bank’ 坡.   ||  [D] Y-Guǎngzhōu pʰɔᴬ¹, Táishān puɔᴬ¹; K-Méixiàn pɔᴬ¹  ||  [E] <> Tai: S. pʰlay² (McFarland: 550) ‘leaning, sloping’; MC div. I may indicate an OC medial l (§8.2)."
99-Oblique,Oblique,,,99-Oblique,"  ‘Oblique’ [Chuci] > ‘depraved, perverse’ [Shu], ‘despise’ [Zuo].   ||  [<] kēxtension of the root *pai ‘slanting, oblique’ (§6.1). "
100-Avoid,Avoid,,,100-Avoid,"  ‘Avoid’ [Shi, Meng], ‘go away’ [Guoyu].   ||  [T] Sin Sukchu SR bi (去); MGZY  pi (去) [bi]  ||  [E] ST: Lushai paiR < paiɁ ‘out of a straight line, oblique’. Allofams are → bǒ 跛 ‘walk lame’, → piān 偏 ‘oblique’, perh. → bō1 波 ‘wave’.  "
101-Cup,Cup,,,101-Cup,"  ‘Cup’ 杯 [Li], 桮 [Meng].  ||  [E] ST: WT pʰor-pa ‘bowl, dish, cup’ (Unger Hao-ku  35, 1986: 33). "
102-Beunhappypained,"Be unhappy, pained",,,102-Beunhappypained,"  ‘Be unhappy, pained’ [Shi]; ‘to pity’ [Shiji]; ‘long for, miss’ [Hanshu]. Etymology not clear.   ||  [T] Sin Sukchu SR pi (平); PR pəj;  MGZY  bue (平) [puɛ]"
104-Cowryshell,Cowry shell,,,104-Cowryshell,"  ‘Cowry shell’ [BI, Shi].    ||  [T] Sin Sukchu SR puj (去), PR pəj, LR pəj; MGZY  bay (去) [paj]  ||  [E] ? ST *pop: Chepang bop ‘snail’, JP lə⁵⁵-pop⁵⁵ ‘snail’ (Bodman 1980: 136). A MK word looks similar, but cannot be reconciled with CH: MK *ɓa(a)y > Khasi sbâi ‘cowry, shell, money’, Khmer p`ɯy ‘obsolete small coin’ (Shorto 1972).  "
105-Fillupobstruct,"Fill up, obstruct",,,105-Fillupobstruct,"  ‘Fill up, obstruct’ (a hole) [Yi].  ||  [E] ? ST: WT ’ba ‘hole’ (CVST 1: 92). (But WB pʰa ‘patch up, close a hole by patching’ belongs to → bǔ2 補). "
106-Resistobstinate,"Resist, obstinate",,,106-Resistobstinate,"  ‘Resist, obstinate’ [Zuo]. "
107-Double,Double,,,107-Double,"  ‘Double’ [Shi].  ||  [<] perh. endoactive of péi 陪培 (§4.5).  ||  [E] ? ST: WT ’pʰar-ma ‘double, manifold’ (Unger Hao-ku  35, 1986: 33), Lepcha băr [bər], Adi par- ‘increase’ [Bodman ICSTLL 1987: 7]. → fù7 阜 ‘big mound’ is a different etymon. "
108-Toaugmentdouble,"To augment, double",,,108-Toaugmentdouble,"  ‘To augment, double’ [Zuo], ‘accompany, associate, support’ 陪 [Shi]; ‘accumulate, add to’ 培 [Zhuang].   ||  [T] Sin S. SR buj (平); PR bəj; MGZY pue (平) [buɛ]; ONW bɑi"
109-Tocollectassemblebetogether,"To collect, assemble, be together",,,109-Tocollectassemblebetogether,"  ‘To collect, assemble, be together’ [Shi]. Given the dialectal difference between *ə and *o after labial initials in the Shījīng and later, this word may be a variant of the stem *bə due to similarity with the complex ‘swell’ → fù8 阜. "
110-Readycompleteperfect,"Ready, complete, perfect",,,110-Readycompleteperfect,"  ‘Ready, complete, perfect’ [Shi], ‘prepare, provide’ [Zuo].  ||  [T] Sin Sukchu SR bi (去), LR  bi; MGZY pue (去) [buɛ]  ||  [E] ? MK: Mon preŋ ‘to have prepared, prepare, arrange’, note also the Khmer causative prefix bəŋ-. OC -> Tai: S. pʰrakᴰ² < b- ‘prepare, ready’ (Manomaivibool 1975: 207). For the final consonants, see §6.6. "
111-Tocover,To cover,,,111-Tocover,"  ‘To cover’, incl. putting on clothes, also figuratively [Shi], ‘be covered, to wear’ [Zuo], ‘outside garment’ [Yili].   ||  [T] Sin Sukchu SR bi (上去), LR bi; MGZY pue (上去) [buɛ]; MTang bi, ONW be  ||  [E] ST: Lushai belF < beelɁ tr. ‘to cause or make wear, put on’ (garment, load, plaster...). Following Shìmíng, Wáng Lì (1982: 446) relates → pí1 皮 ‘skin, hide’ to this root. "
112-Coveroneselfwith,Cover oneself with,,,112-Coveroneselfwith,  ‘Cover oneself with’ [Zuo] < caus. ? (§5.8.2).  
113-Acloak,A cloak,,,113-Acloak,  ‘A cloak’ [Zuo] < general derivation (§3.5). 
117-Torunflee,"To run, flee",,,117-Torunflee,"  ‘To run, flee’ [BI, Shi], ‘to hasten’ (奔命 ‘hasten to carry out an order’ [Zuo]), frequently in the BI bēn-zǒu 奔走 ‘to run and hurry while serving someone > to busy oneself for’.  ||  [E] ST: PTB *ploŋ (STC no. 140): JP pʰroŋ³³ ‘flee, run away’, Mikir arploŋ < r-ploŋ  ‘run’ ᛝ iŋploŋ < m-ploŋ ‘run, gallop’, Lahu phɔ ‘flee’, perh. also WB hroŋ ‘flee’ [Matisoff]. For the difference in final nasals, see §6.4.2. "
118-Beardentbrave,"Be ardent, brave",,,118-Beardentbrave,"  ‘Be ardent, brave’ [BI, Shu], ‘ardent’ 奔 [Shi].   ||  [E] ST: Lushai pʰuurR < pʰuurɁ ‘zealous, eager, earnest, enthusiastic’. Some of the words under → fén4 墳 probably belong here. "
119-Rootstem,"Root, stem",,,119-Rootstem,"  ‘Root, stem’ [Shi] > ‘origin, fundament’ [Zuo]; measure for books [Nanbaichao], the origin of this latter meaning is not clear (Norman 1988: 116).  ||  [T] Sin Sukchu SR pun (上); PR pən; LR pən; MGZY  bun (上) [pun]; ONW pon  ||  [E] CH -> Tai-Wuming plønᶜ¹ ‘volume’ (Bodman 1980: 108). If indeed the Wuming -l- should go back to OC, then the final -n  in běn would not be the result of the sound change ST *-l > OC *-n, but be the PCH nominal n-suffix attached to *pul (§6.4.3).  ||  ST *pul: PTB *bul ~ *pul  > Lushai bulR < buulɁ ‘beginning, origin, base, stump, lower part’ ? ᛝ buulᴸ / bulɁᴸ (< buulh / bulɁ/h) ‘be broken off, lopped off’ (as extremity, limb, shoot), NNaga pul ‘tree’ [French 1983: 177], Garo bol ‘root, stump’, Moshang puul ‘root’; JP pʰun⁵⁵ ‘tree, wood’ (STC: 166; HST: 127), perh. also WT sbun ~ spun ‘stalk of a plant’ (CVST 1: 14). This word may be cognate to a root → fēn1 分 ‘cut off, cut in two’ (hence ‘tree stump, tree trunk...’). "
120-Bestupid,Be stupid,,,120-Bestupid,"  ‘Be stupid’, a post-Han word which may, however, be old (such words are not common in classical texts) and cognate to WT blun-pa ‘dull, stupid’. "
122-Mountainslidetocollapsedieofaprominentperson,"Mountain slide; to collapse, die (of a prominent person)",,,122-Mountainslidetocollapsedieofaprominentperson,"  ‘Mountain slide; to collapse, die (of a prominent person)’ [Shi]. PMin *p̆- derives perh. from a prenasalized initial, note Yao baaŋ¹ (< *nb-) ‘collapse, fall over’ (Norman 1986: 382).  ||  [E] Etymology not certain, but note TB-Chepang bəŋh- ‘to slip, slide’ (earth, rock) ᛝ bəŋh- n. rock or earth slide, landslide’. Chepang bom- ‘fall down’ ᛝ WT ’pʰam-pa, pʰam ‘be beaten, conquered’ (Bodman 1980: 119) is unrelated. "
127-Toputthecoffinintothegroundbury,"To put the coffin into the ground, bury",,,127-Toputthecoffinintothegroundbury,"  ‘To put the coffin into the ground, bury’ [Zuo]. The word is not related to → biǎn5 窆.  ||  [E] Prob. AA: Khmer: OKhmer pāṅ /paŋ/ ‘to cover, hide, bury’. -> Tai pɔɔŋᶜ¹ < *p- ‘to protect, cover up’ (not related to → bǔ2 補, as Li F. 1976: 40 suggests).   "
128-Vulva,Vulva,,,128-Vulva,"  ‘Vulva’, a late word which could, however, be old since such items are not mentioned in classical texts.   ||  [D] Mǐn: Amoy tsiᴬ¹-paiᴬ²; with final consonant Kèjiā: Dōngguān ³³tsiᴬ¹-²²petᴰ¹ 支北. Yuè dialects have ⁵⁵hɐiᴬ¹ (Guǎngzhōu) which is a Tai loan (Benedict LTBA 5.1, 1979), but apparently also found in some TB languages: Limbu hira ‘vagina’, Tangkhul Naga hai.  ||  [E] ST *bet ?, PTB *b(y)et (HPTB: 375): PLB *b(y)et§ ‘vulva’, Kanauri pʰɛːts; also Tamang and Baro pi-si [Benedict LTBA 5.1, 1979: 30; LTBA 14.1: 143-6; R. Bauer LTBA 14.1: 147-165]. Benedict [LTBA 14.2, 1991: 151] derives this etymon from a root ‘hidden’, WT sbed-pa, sbas, sba ‘to hide, conceal’, but a WT root with a as in sba does normally not correspond to one with vowel e / i in Chinese; see also → bì12 蔽.   ||  [<] Derived from ‘to open’ pì 闢 (under → pī3 披), final *-t marks nouns of naturally occurring objects (§6.2.1), hence lit. ‘opening’. Syn. → zhì6 膣. "
129-Tocrowdtogetherencroachuponnearto,"To crowd together, encroach upon, near to",,,129-Tocrowdtogetherencroachuponnearto,"  ‘To crowd together, encroach upon, near to’ [Zuo, Meng]; ‘to urge, press, close’ 逼 [Meng, Zuo].  ||  [E] Prob. ST: TB-Lushai pikᴸ ‘be thick, dense, impenetrable, overcrowded, overgrown’. Alternatively, Baxter (1992: 473) relates this item to → lì1 力. "
130-Nose,Nose,,,130-Nose,"  ‘Nose’   ||  [D] Mand. bízǐ 鼻子. This form in final *-t  is found in modern central and northern dialects as well as in the medieval Shāzhōu dialects in the NW, e.g. Gàn pʰitᴰ, Línchuān pʰitᴰ². Acc. to Baxter (1992: 319) this word may reflect an early loss of final *-s  (in *-ts, *-ks) which seems to have occurred in the northwest area; or it may reflect a dialectal change from earlier *-s to *-t (Pulleyblank JAOS 118.2, 1998: 204f).  ||  [E] Perh. cognate to WT sbrid-pa ‘to sneeze’ (HST: 113), but CH has no trace of an r."
131-Nose,Nose,,,131-Nose,"  ‘Nose’ [OB, Meng].   ||  [T] Sin Sukchu SR bi (去);  MGZY pi (去) [bi]; ONW bii  ||  [D] This tone C variant is found in ONW, Sui-Tang Cháng’ān, MC, and in modern southern dialects.: Min *bʰiᶜ: Jiàn’ōu pʰiᶜ², Fúzhōu pʰeiᶜ, Xiàmén pʰı̃ᶜ²; Kèjiā: Méixiàn pʰiᶜ¹ (Norman 1988: 223). "
132-Tosmell,To smell,,,132-Tosmell,"  ‘To smell’ in Kèjiā and Mǐn: PMin *biᶜ: Jiàn’ōu piᶜ², Xiàmén pʰiᶜ² < *bʰiᶜ. "
133-Tobeassociating,To be associating,,,133-Tobeassociating,"  ‘To be associating’ [Shi], ‘equal, similar’ [Li],’compare’ [Zuo]. Possibly → pì5 譬 ‘example’ could be related.   ||  [T] Sin Sukchu SR pi (上), PR pəj, LR pi; MGZY  bi (上) [pi]; MTang pi, ONW pii  ||  [<] endoactive of bì 比 *pih (§4.5).  ||  [E] ST: Lepcha bín ‘follow closely, belong to, be with, be next to’ (Geilich ibid.); WT pʰyi ‘behind, after’ ᛝ pʰyi-ma ‘later, subsequently’ ᛝ pʰyid ‘after, following’ ᛝ pʰyin ‘later, afterwards’. The wf → bīn2 濱 either belongs to the same root, or two ST roots, *pi ‘edge, outside’ and *pi ‘next to, follow, after’ have partially converged in CH and WT.  "
134-Toputtogethermatchassemble,"To put together, match, assemble",,,134-Toputtogethermatchassemble,"  ‘To put together, match, assemble’ [Shi].  ||  [<] exoactive of bǐ 比 (§4.3). The readings of this and the next item are from Jīngdiǎn shìwén. "
135-Tojoin,To join,,,135-Tojoin,"  ‘To join’ [Shu], ‘go together with’ [Shi], ‘follow’ [Lun], ‘close together, successive’ [Li]. "
136-Severaltogether,Several together,,,136-Severaltogether,"  ‘Several together’ [Guoyu], ‘close to’ [BI] (Geilich 1994: 125). "
137-Deceasedmotherancestress,"Deceased mother, ancestress",,,137-Deceasedmotherancestress,"  ‘Deceased mother, ancestress’ [OB, Shi].  ||  [E] ST *pi: PTB *pəy  or *piy > WT Ɂa-pʰyi, pʰyi-mo ‘grandmother’, Kanauri a-pi, WB ə-pʰeᴮ ‘great grandfather’ᛝ ə-pheᴮ-maᶜ ‘great grandmother’ (STC no. 36); Lushai piᴴ ‘(great-) grandmother’ (Matisoff LL 1.2, 2000: 172)."
138-Unripegrainchaff,"Unripe grain, chaff",,,138-Unripegrainchaff,"  ‘Unripe grain, chaff’ [Zuo], ‘petty’ [Zhuang].  ||  [E] ? ST *pi(Ɂ): Lushai piᴴ < pii ‘short and small for one’s age, stunted growth’. "
139-Soreonthehead,Sore on the head,,,139-Soreonthehead,  ‘Sore on the head’ [Zhouli].  ||  [E] ? ST: WB ə-pʰeᴮ ‘scab over’ (head) (CVST 1: 101). 
141-Writingbrush,Writing brush,,,141-Writingbrush,"  ‘Writing brush’ [Li].   ||  [T] Sin Sukchu SR pi (入); MGZY bue (入) [puɛ]; ONW pit  ||  [N] Baxter (1992: 280) reconstructs the OCB form on the basis of div. III chóngniǔ vocalism and the phonetic series which implies *-ut.  ||  [E] SW (Shuōwén jiězì gǔlín: 1271) says that bǐ is a word from the region of Qín 秦 (NW), and that in Chǔ 楚 the word is yù 聿 (jiuet) ONW iuit (?), in Wú 吳: bù-l  不律 (pjəu-ljuet) ONW pu-luit, and in Yān 燕 (NE) fú 弗 (pjuət) ONW put (discussed by Sagart ICSTLL 1990: 7). The word has been borrowed by Middle Korean (pwut), Old Japanese (pude), and Viet. bút (pre-Sino-Viet.) (Miyake 1997: 189, 192). All these data point to an initial cluster *pr-  or *pl-  and an OC rime *-ut. If derived from → lǐ4 理里 (ljiᴮ) ‘lines’ ᛝ WT ’bri-ba, bris ‘to draw, write’ as is sometimes proposed, one needs to assume the loss of a PCH medial *w in the latter items. Benedict compares bǐ with PAN *bulut ‘fiber’ (STC p. 178f). WT bir ‘writing brush’ is a MC loan (MC final -t > WT -r).  ||  Baxter’s OC form can be related to TB ones which are mentioned under → shuā 刷.  ||  Perh. → fú9 拂 ‘to brush off’ may belong here. For an overview of similar etyma, see the Table S-2 under → shuā 刷. "
142-Borderoutskirts,"Border, outskirts",,,142-Borderoutskirts,"  ‘Border, outskirts’ [Zuo] > ‘rustic, common’ [Lun] > (‘consider rustic, common’:) ‘to despise’ [Shu]; ‘district, border town’ [Li, Zhouli]. Possibly related to TB items under → bīn2 濱.  "
143-Tomakeletsomeonedosomethingcausedirectprovide,"To make / let someone do something, cause, direct, provide",,,143-Tomakeletsomeonedosomethingcausedirectprovide,"  ‘To make / let someone do something, cause, direct, provide’ [Shi, Shu].   ||  [T] Sin S. SR pi (上), PR  pəj; MGZY bi (上) [pi]; ONW *pie  ||  [E] Etymology not clear, although it brings to mind the MK causative prefix p-.  "
145-Afinecomb,A fine comb,,,145-Afinecomb,"  ‘A fine comb’ [GY].  ||  [E] Perh. ST: WB pʰriᴮ ~ pʰiᴮ ‘to comb, brush’, but MC points to the absence of medial *r in OC. "
146-Benecessarymust,"Be necessary, must",,,146-Benecessarymust,"  ‘Be necessary, must’ [BI, Shi]. — [E] Etymology not clear.   ||  [T] Sin Sukchu SR pi (入); MGZY  bi (入) [pi]"
147-Bubbleup,Bubble up,,,147-Bubbleup,  ‘Bubble up’ (as water from a spring) [Shi] is a vocalic variant of → fèi4 沸 (§11.5.1).  
148-Lathtiedtobowforkeepingitinshape,Lath tied to bow for keeping it in shape,,,148-Lathtiedtobowforkeepingitinshape,"  ‘Lath tied to bow for keeping it in shape’ [OB, Yili].  ||  [E] Perh. ST: Chepang pit- ‘grip’ (as with pincers, tongs, legs), ‘hold between knees or under the arm’. "
151-Togive,To give,,,151-Togive,"  ‘To give’ [Shi].  ||  [D] (MC piᴮ) is common in Yuè dialects: Guǎngzhōu peiᴮ¹, Táishān iᴮ¹ < piᴮ, Téngxiàn Ɂbiᴮ¹.  ||  [E] ST *pi(s): PTB *pəy (STC no. 427) > Chepang bəyɁ-sa ‘to give’, Lepcha byi ᛝ byi-n ‘to give’; LB: WB peᴮ ᛝ pʰit ‘invite, offer to give’, Atsi pjí, Lahu pî. PLB *bek ‘give, bestow’, Miri bi; Lushai peᴸ / peekF < peeh (< pes) / peek ‘to give, offer’.   ||  [C] A derivation is → bīn1 賓 ‘guest’. "
153-Wornout,Worn out,,,153-Wornout,"  ‘Worn out’ [Shi], ‘damage, ruin’ 敝 [Zuo]; ‘to fall down, die, destroy’ [Zuo] > caus. ‘kill’ 斃 [Li]; ‘fall’ [Guoyu], ‘bring down, stop’ 弊 [Zhouli].  ||  [T] Sin Sukchu SR bi (去); MGZY pi (去) [bi]; ONW biei  ||  [C] Allofam is → pí7 疲罷 ‘exhausted’ (Pulleyblank 1962: 215), hence bì: *be(t)s < *bai-(t)s. See → fèi6 廢 for additional comments.   ||  [E] ST: Lushai pʰuaiᴴ < pʰuai ‘be worn, worn out, frayed’, JP pʰje³¹ ‘to ruin’. "
155-Toscreenkeepinignorancedeceive,"To screen, keep in ignorance, deceive",,,155-Toscreenkeepinignorancedeceive,"  ‘To screen, keep in ignorance, deceive’ [Zuo]. There may be a connection with Lushai palɁᴸ < *palh ‘to miss, not know’; or alternatively with → píng6 屏軿 ‘screen’. Unger (Presentation in Rome Sept. 6, 2001) relates bì to WT sbed-pa, sbas ‘to conceal’ (see also → bī1 屄). "
158-Sovereignrulergoverningofficialtheauthorities,"Sovereign, ruler, governing official, the authorities",,,158-Sovereignrulergoverningofficialtheauthorities,"  ‘Sovereign, ruler, governing official, the authorities’ [BI, Shi]."
